source_file,filer_ein,filer_organization_name,tax_period_begin,tax_period_end,formation_year,foundation_address_line1,foundation_address_line2,foundation_city,foundation_state,foundation_zip,foundation_phone,foundation_website,legal_domicile_state,total_assets_boy,total_assets_eoy,total_liabilities_eoy,net_assets_eoy,fair_market_value_eoy,total_revenue,total_expenses,investment_income,distributable_amount,total_distributions,undistributed_income,is_private_operating_foundation,is_501c3,mission_description
202403599349100600_public.xml,371204585,WATERLOO COLUMBUS CLUB INC,2023-07-01,2024-06-30,,1619 LAKEVIEW DRIVE,,WATERLOO,IL,62298,6182817605,,,336138,384172,0,,384172,,,,,22677,,0,,
202403599349100700_public.xml,550887890,PASTERNAK FAMILY FOUNDATION,2023-07-01,2024-06-30,,28-46 SOUTH DEAN STREET,,ENGLEWOOD,NJ,07631,9085611600,,,2293181,2079947,0,,1215404,,,,,285300,,0,,
202403609349100000_public.xml,921420328,ATL KABADDI & CULTURE SPORTS CLUB INC,2023-01-01,2023-12-31,,388 BULLSBORO DR NUM 208,,Newnan,GA,30263,7068500487,,,,0,0,,0,,,,,,,false,,
202403609349100100_public.xml,921420328,ATL KABADDI & CULTURE SPORTS CLUB INC,2022-01-01,2022-12-31,,388 BULLSBORO DR NUM 208,,Newnan,GA,30263,7068500487,,,,0,0,,0,,,,,,,false,,
202403609349100200_public.xml,812221748,ARACELLY INC,2023-01-01,2023-12-31,,304 Washington Avenue,,La Plata,MD,20646,,,,0,0,0,,0,,,,,0,,false,,
202403619349100000_public.xml,746035556,ABE&ANNIE SEIBEL FOUNDATION G08110,2023-08-01,2024-07-31,,2201 MARKET STREET 3RD FLOOR,,GALVESTON,TX,77550,4097634484,,,34903495,35235534,0,,46847908,,,,,5595237,,false,,
202403619349100100_public.xml,814768953,MARY AND DARYL PENNINGTON FAMILY,2023-01-01,2023-12-31,,2578 HWY 955 W,,ETHEL,LA,70730,2257699100,,,,30386559,0,,33127370,,,,,1608811,,false,,
202403619349100200_public.xml,582469749,Tomorrows Children Inc,2023-01-01,2023-12-31,,424 Grayson Pkwy,,Grayson,GA,30017,4045146311,,,529,529,0,,0,,,,,,,false,,
202403619349100300_public.xml,874020751,CAFFE TODO MUJER INC,2023-01-01,2023-12-31,,3333 MICHELSON DRIVE - SUITE 300,,IRVINE,CA,92612,9499439940,,,,0,0,,0,,,,,0,,false,,
202403619349100400_public.xml,883588027,STAKE FOUNDATION,2023-01-01,2023-12-31,,1111 BAYSIDE DRIVE 212,,CORONA DEL MAR,CA,92625,9499439940,,,,0,0,,0,,,,,0,,false,,
202413559349100001_public.xml,872803061,Panhandle Fastpitch Corporation,2023-08-01,2024-07-31,,87 Oak Street,,Crawfordville,FL,32327,,,,0,6920,0,,6920,,,,,0,,false,,
202413559349100006_public.xml,026059690,WALDO & ALICE AYER TRUST,2023-10-01,2024-09-30,,ONE CITIZENS BANK WAY JCB115,,JOHNSTON,RI,02919,4012282600,,,735352,773752,0,,831367,,,,,41559,,false,,
202413559349100011_public.xml,581375066,A GOOD NAME FOUNDATION INC,2023-01-01,2023-12-31,,3350 RIVERWOOD PARKWAY Suite 1600,,Atlanta,GA,30339,,,,685508376,666648690,100000,,666648690,,,,,50671535,,false,,
202413559349100016_public.xml,411967451,NORTH CENTRAL EMS INSTITUTE,2023-07-01,2024-06-30,,56 33RD AVE S PMB 344,,ST CLOUD,MN,56301,3202035500,,,453335,435958,0,,435958,,,,,203101,,0,,
202413559349100101_public.xml,420942086,HY-VEE FOUNDATION INC,2023-10-01,2024-09-30,,5820 WESTOWN PKWY,,W DES MOINES,IA,502668223,,,,1000,1000,0,,1000,,,,,0,,false,,
202413559349100106_public.xml,133960677,Dolores and Theodore Ehrenreich,2023-07-01,2024-06-30,,BDO 201 Old Country Rd Suite 300,,Melville,NY,11747,2128858000,,,1336839,1268420,0,,2046472,,,,,211073,,false,,
202413559349100111_public.xml,814732772,The Earl & Shirley Greif,2022-01-01,2022-12-31,,118 Calle Bello,,Santa Barbara,CA,93108,9494762002,,,6544010,6211470,0,,6107113,,,,,342500,,false,,
202413559349100201_public.xml,043785636,NAVY FEDERAL CREDIT UNION FOUNDATION,2023-09-01,2024-08-31,,820 FOLLIN LANE,,VIENNA,VA,22180,2128502823,,,0,0,0,,0,,,,,0,,false,,
202413559349100206_public.xml,472795583,CHARIS FOUNDATION INC,2023-01-01,2023-12-31,,405 WOLFPASS DRIVE,,OFALLON,IL,62269,7158342001,,,19295,84311,0,,84311,,,,,28020,,false,,
202413559349100211_public.xml,856216299,Living in the 95 Foundation,2022-01-01,2022-12-31,,1850 Forest Lane,,STEPHENVILLE,TX,76401,2108964944,,,384550,277111,0,,277111,,,,,40611,,false,,
202413559349100216_public.xml,770361278,LAS CUMBRES OBSERVATORY GTN INC,2021-01-01,2021-12-31,,6740 CORTONA DR 102,,GOLETA,CA,93117,8059631837,,,44827864,46290112,5808189,,46290112,,,,,4684032,,1,,
202413559349100301_public.xml,760514602,MARC D MURR FOUNDATION,2023-01-01,2023-12-31,,5666 WICKERSHAM LN,,HOUSTON,TX,770564031,,,,747824,893539,40317,,893539,,,,,56068,,false,,
202413559349100306_public.xml,216019196,THE CAMPBELL'S FOUNDATION INC,2023-07-01,2024-06-30,,1 Campbell Place,,Camden,NJ,081030391,,,,41188461,45145998,0,,45145998,,,,,2711235,,false,,
202413559349100311_public.xml,256233126,JULES & PAULETTE LEROY LAURENT SCH- OLARSHIP,2022-06-01,2023-05-31,,654 PHILADELPHIA STREET,,INDIANA,PA,15701,5137748805,,,159827,158061,0,,159307,,,,,6965,,false,,
202413559349100316_public.xml,136036856,NAVAL ACADEMY MUSEUM TRUST XXXXX3009,2023-09-01,2024-08-31,,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,138517,161165,0,,168731,,,,,6852,,false,,
202413559349100401_public.xml,222345360,NORTHERN HILLS AQUATIC CLUB INC,2023-09-01,2024-08-31,,PO BOX 567,,MAHWAH,NJ,074300567,,,,306875,317107,0,,317107,,,,,0,,false,,
202413559349100406_public.xml,522204870,THE ROSENFELD RUMFORD STECKLER FAMILY,2023-07-01,2024-06-30,,5910 CONNECTICUT AVENUE 151429,,CHEVY CHASE,MD,20825,3015899000,,,3880650,3835689,0,,5847398,,,,,248485,,0,,
202413559349100411_public.xml,367691360,ISA-MARIA & DAVID SHOOLMAN FAMILY,2022-01-01,2022-12-31,,RUBIN AND RUDMAN LLP 53 STATE ST,,BOSTON,MA,02109,6177385200,,,5269871,5208319,0,,5535576,,,,,256998,,0,,
202413559349100416_public.xml,166024304,JOHN O'CONNOR TR FBO UNIV OF ROCHESTER,2023-09-01,2024-08-31,,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,680951,659135,0,,1079711,,,,,44154,,false,,
202413559349100421_public.xml,884414516,LISA AND MICHAEL BRILL FAMILY FOUNDATION,2023-07-01,2024-06-30,,1887 LOWER MOUNTAIN ROAD,,FURLONG,PA,189251214,6182331200,,,77812,35235,99789,,35235,,,,,42592,,0,,
202413559349100501_public.xml,463752866,Progression Partners,2023-07-01,2024-06-30,,7520 W 11th St N,,Wichita,KS,67212,3167890414,,,234366,227389,0,,0,,,,,320539,,true,,
202413559349100506_public.xml,416014876,KIRBY SPENCER TUW MPLS ATHENAEUM,2023-01-01,2023-12-31,,C/O ARGENT INST TR 115 S 84 ST 325,,MILWAUKEE,WI,53214,3128792000,,,368133,343226,0,,408776,,,,,22490,,false,,
202413559349100601_public.xml,833553237,JILLIAN AND CARSON LAPPETITO FOUNDATION,2023-01-01,2023-12-31,,10182 Brier Lane Santa Ana CA 927,,Santa Ana,CA,92705,,,,17231,8481,0,,8481,,,,,8000,,false,,
202413559349100606_public.xml,136161277,STANLEY AND KATHLEEN GRUMBACHER FDN INC,2023-05-01,2024-04-30,,70 EAST 77TH STREET APT 2C,,NEW YORK,NY,10075,5169925900,,,2037312,1890567,0,,4606973,,,,,269125,,0,,
202413559349100611_public.xml,810823589,SAMUELS FAMILY FOUNDATION,2023-01-01,2023-12-31,,4533 MAGNOLIA STREET,,BELLAIRE,TX,77401,7136227000,,,30083687,32836670,0,,38402300,,,,,3003701,,0,,
202413559349100616_public.xml,166016486,SUMNER D FAY FUND XXXXX3007,2023-09-01,2024-08-31,,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,238768,235549,0,,323400,,,,,13621,,false,,
202413559349100701_public.xml,814109407,Long Live Loot Foundation,2023-01-01,2023-12-31,,841 N Broad ST,,Elizabeth,NJ,07208,,,,0,0,0,,0,,,,,0,,false,,
202413559349100706_public.xml,222706023,MARGATE TERRACE CORPORATION,2023-07-01,2024-06-30,,610 NORTH FREDERICKSBURG AVENUE,,MARGATE,NJ,08402,8506500125,,,4395023,5213674,6320084,,5213674,,,,,0,,1,,
202413559349100711_public.xml,136127142,SIDNEY A & LIBBY FINE FOUNDATION INC,2023-09-01,2024-08-31,,2 TRAILS END,,CHAPPAQUA,NY,10514,2125725500,,,9187,5687,0,,134821,,,,,10829,,0,,
202413559349100716_public.xml,411989647,LOWNADE FOUNDATION,2023-12-01,2024-11-30,,PO BOX 3084,,MANKATO,MN,560023084,5073451233,,,5871,6020,2,,6020,,,,,0,,0,,
202413559349100801_public.xml,026003957,RUSSELL T & OLIVE V BARTLETT TRUST,2023-10-01,2024-09-30,,ONE CITIZENS BANK WAY JCB115,,JOHNSTON,RI,02919,4012282600,,,634940,589425,0,,699398,,,,,39240,,false,,
202413559349100806_public.xml,364480318,Polish Womens Alliance of America,2023-08-01,2024-07-31,,420 Spring Ave,,Naperville,IL,60540,8472970300,,,1683903,1503237,0,,1503237,,,,,373493,,false,,
202413559349100811_public.xml,363805338,ALPHAWOOD FOUNDATION,2023-03-01,2024-02-29,,2401 N HALSTED ST STE 210,,CHICAGO,IL,60614,2062814444,,,70054576,65137736,2882775,,65137736,,,,,15677634,,0,,
202413559349100901_public.xml,166260266,WINFIELD SCOTT CHARITABLE TRUST XXXXX8002,2023-09-01,2024-08-31,,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,9441622,9280695,0,,12439032,,,,,519170,,false,,
202413559349101001_public.xml,356231595,H M LANDON E L SCOTT MEMORIAL FUND XXXXX0005,2023-09-01,2024-08-31,,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,377232,371213,0,,591952,,,,,22091,,false,,
202413559349101101_public.xml,386317991,BRAY CHAR TRUST FBO FLINT INST OF ART,2023-09-01,2024-08-31,,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,1162025,1139505,0,,1559908,,,,,66946,,false,,
202413559349101106_public.xml,742239830,THE DOUGLASS FOUNDATION,2023-01-01,2023-12-31,,23530 BELLINA DRIVE,,RICHMOND,TX,77406,2108752365,,,9833655,9353080,5000,,14979138,,,,,248752,,0,,
202413559349101201_public.xml,386523330,LORRAINE D MATSON TUA,2023-12-01,2024-11-30,,PO BOX 75000,,DETROIT,MI,482757874,8558073423,,,105270,95899,0,,110297,,,,,10520,,false,,
202413569349100001_public.xml,274410502,DIVINE DEED DOERS,2023-01-01,2023-12-31,,7804 BROOKFIELD COVE AVE,,LAS VEGAS,NV,89131,7028071601,,,26531,26481,55800,,0,,,,,,,false,,
202413569349100101_public.xml,821871796,BETH FOUNDATION,2023-01-01,2023-12-31,,2010 Clearwater way,,Royse City,TX,75189,,,,57809,43329,0,,0,,,,,14330,,false,,
202413569349100201_public.xml,752143064,THE ROGERS FOUNDATION,2023-01-01,2023-12-31,,PO BOX 8799,,TYLER,TX,75711,9035614041,,,37794584,32213736,0,,48991283,,,,,7407740,,false,,
202413579349100001_public.xml,854389024,LAVIN FAMILY FOUNDATION,2023-01-01,2023-12-31,,98 ALEXANDRIA PIKE SUITE 22,,WARRENTON,VA,20186,5403471040,,,1864993,1711239,2500,,1818882,,,,,87080,,false,,
202413589349100001_public.xml,464372814,FRANK S & ANTOINETTE G LETA,2023-07-01,2024-06-30,,500 AUTO MALL DRIVE,,OFALLON,MO,633682204,6182331200,,,856703,826293,0,,985171,,,,,159839,,0,,
202413589349100006_public.xml,256033918,WINDOW CLEANING & BUILDING SERVICE FOUND,2023-12-01,2024-11-30,,7200 45TH STREET,,VERO BEACH,FL,32967,4122818771,,,30531,0,0,,0,,,,,30453,,0,,
202413589349100011_public.xml,046212770,MOSES HORACE A FDN INC TR U,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,759872,693964,0,,741397,,,,,95584,,false,,
202413589349100101_public.xml,923957684,FRIENDS OF GRIMES COUNTY CHILD WELF,2023-10-01,2024-09-30,,PO BOX 532,,ANDERSON,TX,77830,9797046264,,,,176,0,,0,,,,,,,false,,
202413589349100106_public.xml,582174805,JC AND JEWEL MCMULLEN CHARITABLE,2023-01-01,2023-12-31,,PO BOX 849,,LAKE PARK,GA,31636,2292443556,,,154910,130552,0,,130551,,,,,30860,,false,,
202413589349100111_public.xml,046091663,SMITH TIMOTHY TR UWILL,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,203620,204587,0,,217926,,,,,7560,,false,,
202413589349100116_public.xml,136081599,NEW YORK CITY MISSION SOCIETY NO 1,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,72835,74532,0,,86341,,,,,3373,,false,,
202413589349100121_public.xml,046092560,BRIDGE FREDERICK W TR UWILL,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,437512,430395,0,,483076,,,,,24138,,false,,
202413589349100151_public.xml,592711259,BECK FAMILY FOUNDATION INC,2023-10-01,2024-09-30,,PO BOX 626,,WINTER PARK,FL,327900626,4073220561,,,141079,137690,621,,152411,,,,,36818,,false,,
202413589349100201_public.xml,396788022,MARY NOBILE CHARITABLE TRUST,2023-09-01,2024-08-31,,PO BOX 0634,,MILWAUKEE,WI,537077900,4123556000,,,479117,455451,0,,490813,,,,,39836,,false,,
202413589349100206_public.xml,046091682,STRAUSS PETER E TR UWILL,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,2882906,2851293,0,,3075503,,,,,166959,,false,,
202413589349100211_public.xml,566036548,TA WOODBERRY FOREST SCH W B SHUFORD,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,1910005,1941070,0,,2261948,,,,,94026,,false,,
202413589349100301_public.xml,260886415,MAKE A DIFFERENCE FUND,2023-01-01,2023-12-31,,511 TARRYTOWN CENTER,,ROCKY MOUNT,NC,27804,9195717055,,,3184572,3014831,0,,3014831,,,,,264660,,0,,
202413589349100306_public.xml,990494431,FRANKLIN ROTARY FOUNDATION,2023-12-31,2023-12-31,,1283 LIBERTY ST,,FRANKLIN,PA,16323,8142264039,,,,0,0,,0,,,,,0,,false,,
202413589349100311_public.xml,046091592,PERMANENT SCIENCE FUND TR UDECL,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,2789964,2768749,0,,2947037,,,,,132216,,false,,
202413589349100351_public.xml,237435737,WALKER SCHOLARSHIP GRANT,2023-09-01,2024-08-31,,PO BOX 0634,,MILWAUKEE,WI,532010634,,,,55061,54831,0,,51360,,,,,91082,,true,,
202413589349100356_public.xml,836368560,LAKESIDE CHARITABLE TRUST,2023-01-01,2023-12-31,,4108 AVENUE G,,AUSTIN,TX,78751,5163643390,,,2292065,2203441,0,,5159876,,,,,128730,,0,,
202413589349100361_public.xml,736090162,JE AND LE MABEE FOUNDATION INC,2023-09-01,2024-08-31,,6 DESTA DRIVE 5400,,MIDLAND,TX,79705,9724901970,,,774290927,782960269,0,,1996269791,,,,,119706378,,0,,
202413589349100366_public.xml,046046890,DEAN WELFARE TRUST-TR,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,971688,1013968,0,,1218842,,,,,64695,,false,,
202413589349100371_public.xml,206996945,LAY JOACHIM E CHARITABLE PRIVATE FOUNDATION,2023-11-01,2024-10-31,,PO BOX 75000,,DETROIT,MI,482757874,8558073423,,,968956,926500,0,,1178090,,,,,111157,,false,,
202413589349100401_public.xml,863373936,CECIL & JOSEPHINE FAMILY FOUNDATION,2021-01-01,2021-12-31,,491 E GRAND BLVG,,DETROIT,MI,48207,3133403310,,,0,0,0,,0,,,,,,,,,
202413589349100406_public.xml,222474302,INTERLAKES SCHOLARSHIP FOUNDATION,2023-09-01,2024-08-31,,PO BOX 545,,MEREDITH,NH,03253,8004725625,,,400020,396797,27300,,506526,,,,,17600,,false,,
202413589349100411_public.xml,136080630,AMERICAN WALDENSIAN AID SOCIETY,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,87989,85753,0,,108063,,,,,4731,,false,,
202413589349100501_public.xml,326395603,MARCIA K MANNERS TUW,2023-09-01,2024-08-31,,PO BOX 0634,,MILWAUKEE,WI,532010634,4123556000,,,688785,667678,0,,699428,,,,,30718,,false,,
202413589349100506_public.xml,042203700,JOSIAH WILLARD HAYDEN RECREATION,2023-09-01,2024-08-31,,24 LINCOLN STREET,,LEXINGTON,MA,02421,6174472700,,,26785041,29911973,45310,,29911973,,,,,4412322,,1,,
202413589349100551_public.xml,326432053,ARTHUR KUNGLE JR CHARITABLE TRUST,2023-09-01,2024-08-31,,PO BOX 0634,,MILWAUKEE,WI,532010634,4123556000,,,718412,727010,0,,954890,,,,,32912,,false,,
202413589349100556_public.xml,813160129,THE FELIX AND MATILDE SIMAN FOUNDATION,2023-01-01,2023-12-31,,3628 SW 57TH AVENUE,,MIAMI,FL,33155,3058585600,,,1244885,1564032,0,,1564032,,,,,37100,,0,,
202413589349100561_public.xml,016007118,HENRY CLEARWATER TR - SALVATION,2023-09-01,2024-08-31,,4900 TIEDEMAN ROAD OH-01-49-0381,,BROOKLYN,OH,44144,4123556000,,,27370,25429,0,,35999,,,,,2102,,false,,
202413589349100566_public.xml,562293471,QUAD COUNTY MEDICAL CLINIC INC,2022-01-01,2022-12-31,,PO BOX 466,,CONVERSE,IN,469190466,7654738840,,,232156,248265,38024,,313424,,,,,26750,,true,,
202413589349100601_public.xml,046093546,LEIGHTON EDWARD K TR UWILL,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,558846,553055,0,,620931,,,,,27908,,false,,
202413589349100606_public.xml,136081620,PHILHARMONIC SYMPHONY SOC-M L POPE FUND,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,1766381,1704344,0,,1805079,,,,,90023,,false,,
202413589349100611_public.xml,046093518,WARREN FRANCES KNOWLES TR UAGREE,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,1899709,2338475,0,,2434571,,,,,105599,,false,,
202413589349100616_public.xml,383443737,THE BAUM FAMILY FOUNDATION,2023-07-01,2024-06-30,,660 WEST INDIAN HILLS DRIVE,,HASTINGS,MI,49058,2695674500,,,9653288,10993995,0,,14822025,,,,,725000,,0,,
202413589349100651_public.xml,136364398,YMCA OF LONG ISLAND INC,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,1780915,1883536,0,,2298451,,,,,109781,,false,,
202413589349100656_public.xml,046091666,SMITH TIMOTHY TR UWILL,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,16223323,15634550,0,,17789253,,,,,942076,,false,,
202413589349100701_public.xml,046093316,EMERY GEORGIANA TR UWILL,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,2067094,2282610,0,,2817526,,,,,116998,,false,,
202413589349100706_public.xml,046091581,PARKER MOSES GREELY TR UWILL,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,274704,268325,0,,301205,,,,,17678,,false,,
202413589349100751_public.xml,046093047,WARREN FRANCES KNOWLES TR UIND,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,1516821,1873814,0,,1946459,,,,,83797,,false,,
202413589349100756_public.xml,046330090,CROCKETT ANGIE TR UWILL,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,323544,308718,0,,329524,,,,,26421,,false,,
202413589349100761_public.xml,136081307,SEAMENS CHURCH INSTITUTE OF NEW YORK,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,115764,112154,0,,124636,,,,,4955,,false,,
202413589349100801_public.xml,046091311,BLAKE CHARLES M TR UWILL,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,157871,149205,0,,167507,,,,,14397,,false,,
202413589349100806_public.xml,844575352,BEARDIES ALMOST RESCUE NEEDED,2023-01-01,2023-12-31,,9823 BLACK HORSE RUN RD,,INDIAN LAND,SC,29707,8502444140,,,1539,1615,0,,0,,,,,0,,true,,
202413589349100851_public.xml,264794724,WALDRON RISE FOUNDATION INC,2023-10-01,2024-09-30,,PO BOX 1734,,FAIRPORT,NY,14450,5856732600,,,6185835,6182789,0,,9353193,,,,,448683,,0,,
202413589349100901_public.xml,311501699,THE HILLCREST FOUNDATION,2023-01-01,2023-12-31,,PO BOX 1384,,SPRING BRANCH,TX,78070,7136220191,,,10929125,10704288,0,,14556507,,,,,512400,,0,,
202413589349100906_public.xml,880643837,Scare Becasue We Care Inc,2022-02-10,2022-12-31,,10953 Sourdough Road,,Belle Fourche,SD,57717,6057230980,,,0,1978,0,,1978,,,,,,,false,,
202413589349100951_public.xml,016076500,RICHARD S HUESTIS TRUST UW 8957,2023-09-01,2024-08-31,,4900 TIEDEMAN ROAD OH-01-49-0381,,BROOKLYN,OH,44144,4123556000,,,2131847,2122779,0,,3204283,,,,,144962,,false,,
202413589349100956_public.xml,236878918,RC WHITE FIRST PRESBYTERIAN CHURCH O,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,877245,858753,0,,940465,,,,,42960,,false,,
202413589349101001_public.xml,046093516,WARREN FRANCES KNOWLES TR UAGREE,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,1458421,1803471,0,,1874805,,,,,81007,,false,,
202413589349101006_public.xml,016079294,ARTHUR ALBERT SMITH MEMORIAL FUND TR UWO,2023-09-01,2024-08-31,,4900 TIEDEMAN ROAD OH-01-49-0381,,BROOKLYN,OH,441442302,4123556000,,,311043,311637,0,,306096,,,,,17050,,false,,
202413589349101011_public.xml,226107899,SUMAS FOUNDATION TTEE,2023-09-01,2024-08-31,,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,91604,88777,0,,88777,,,,,3907,,false,,
202413589349101051_public.xml,046094026,GARVIN VENA M TR UWILL,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,61593,61678,0,,65722,,,,,2416,,false,,
202413589349101056_public.xml,016008813,FRED W SANBORN TRUST UPAR 5,2023-09-01,2024-08-31,,PO BOX 10099,,TOLEDO,OH,436990099,4123556000,,,971767,966474,0,,1611121,,,,,86314,,false,,
202413589349101101_public.xml,046093520,WARREN FRANCES KNOWLES TR UAGREE,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,556455,685099,0,,715115,,,,,31807,,false,,
202413589349101151_public.xml,223216666,ELLIOTT HERFORD N TR UDEED,2023-09-01,2024-08-31,,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,3966157,4779309,0,,5065029,,,,,247214,,false,,
202413589349101156_public.xml,016007268,HERBERT TWOMBLY & G TWOMBLY TR,2023-09-01,2024-08-31,,4900 TIEDEMAN ROAD OH-01-49-0381,,BROOKLYN,OH,44144,4123556000,,,306213,294275,0,,353001,,,,,19412,,false,,
202413589349101201_public.xml,016007404,SAMUEL J BRIDGE TRUST,2023-09-01,2024-08-31,,4900 TIEDEMAN ROAD OH-01-49-0381,,BROOKLYN,OH,44144,4123556000,,,84512,83608,0,,81083,,,,,3971,,false,,
202413599349100001_public.xml,463712403,CLARK OPPORTUNITY FOUNDATION INC,2023-10-01,2024-09-30,,PO BOX 1056,,BERKELEY SPRINGS,WV,25411,3042584742,,,11209307,13377029,0,,13377029,,,,,517298,,false,,
202413599349100006_public.xml,611633647,TANNENBAUM FAMILY FOUNDATION,2023-01-01,2023-12-31,,307 PLYMOUTH STREET,,WEST HEMPSTEAD,NY,11552,7187821419,,,188720,179025,0,,179025,,,,,198218,,0,,
202413599349100101_public.xml,922687881,RIVERCITY INVITATIONAL OCTOBER TOURNAMENT INC,2023-03-01,2023-12-31,,3935 MIRUELO CIR S,,JACKSONVILLE,FL,322173655,,,,0,0,0,,0,,,,,74822,,true,,
202413599349100106_public.xml,431695955,THE L PATTON KLINE FAMILY FOUNDATION,2023-01-01,2023-12-31,,2345 GRAND BOULEVARD SUITE 2200,,KANSAS CITY,MO,64108,8162922000,,,586637,604326,0,,863462,,,,,2229,,0,,
202413599349100111_public.xml,134085342,Chien-Shiung Wu and Luke CL Yuan Natural Science Foundation Inc,2023-01-01,2023-12-31,,258A County Road 84,,Santa Fe,NM,87506,9147197118,,,418957,399868,1000,,997243,,,,,47514,,false,,
202413599349100201_public.xml,936959170,IRON WILL FOUNDATION,2023-12-15,2023-12-31,,PO BOX 34290,,LOUISVILLE,KY,402324290,3128792000,,,,2700000,0,,2700000,,,,,300000,,false,,
202413599349100301_public.xml,383811789,Remember Those in Captivity Ministries Inc,2023-04-01,2024-03-31,,120 East Hampton Drive,,Auburndale,FL,338235612,5085288813,,,42931,42179,0,,42179,,,,,2769,,true,,
202413599349100306_public.xml,651064746,PAPERSEED FOUNDATION INC,2023-01-01,2023-12-31,,2108 N STREET STE N,,SACRAMENTO,CA,95816,9252715519,,,602250,594685,0,,594685,,,,,7400,,0,,
